index	return	risk	AAPL	SPY	TSLA	QQQ	MSFT	NVDA
71	0.0254185448475411	0.07079884055753267	0.18145073411276988	3.8163916471489756e-17	0.024148107661052368	0.16088549415035722	0.0	0.6335156640758205
72	0.025571646368105744	0.07154733630609987	0.17014036397630092	0.0	0.025244266897254803	0.1605756844546134	3.144186300207963e-18	0.6440396846718308
73	0.02572474788867038	0.07166841161052913	0.2841896714298503	1.111307226797642e-17	0.04056481924518463	0.0	0.0	0.6752455093249652
74	0.02587784940923502	0.0723663604637383	0.27275921734304226	2.710505431213761e-19	0.04132748266067918	0.0	0.0	0.6859132999962787
75	0.026030950929799658	0.07307539863612995	0.26104961875074	0.0	0.04278887012943221	0.0	0.0	0.6961615111198279
76	0.026184052450364294	0.07379509928576193	0.2496640447599561	2.879912020664621e-19	0.04343919184107794	0.0	0.0	0.706896763398966
77	0.026337153970928933	0.07452537665940431	0.23777924827151622	1.2739375526704677e-18	0.045339109229347335	0.0	0.0	0.7168816424991364
78	0.026490255491493572	0.07608403285982948	0.1159870733685696	0.0	0.03413452355895806	0.1408204194285498	0.0	0.7090579836439226
79	0.026643357012058208	0.07601557587307181	0.21506470555210028	3.686287386450715e-18	0.04649807274628357	2.0816681711721685e-17	0.0	0.7384372217016161
80	0.02679645853262285	0.07677517771250612	0.20352437241607257	7.047314121155779e-19	0.04753577228314315	5.204170427930421e-17	0.0	0.7489398553007842
81	0.026949560053187487	0.07754417863959834	0.1915883222322184	1.3010426069826053e-18	0.04956398230191614	0.0	5.4752209710517974e-18	0.7588476954658655
82	0.027102661573752122	0.07832195742689074	0.18011724291512077	3.469446951953614e-18	0.05042833348242945	0.0	4.323256162785949e-18	0.7694544236024498
83	0.027255763094316765	0.07910845715298945	0.16864488490722349	0.0	0.051295885609476406	4.163336342344337e-17	0.0	0.7800592294833001
84	0.0274088646148814	0.079903420283984	0.15716998300401086	2.0599841277224584e-18	0.052169806351961986	0.0	4.4858864886587746e-18	0.7906602106440273
85	0.02756196613544604	0.08070659619557159	0.14569153838096818	7.589415207398531e-19	0.05305259341204502	0.0	4.336808689942018e-18	0.8012558682069868
86	0.02771506765601068	0.08151774108358951	0.13420875638056087	5.9631119486702744e-18	0.05394623800413585	0.0	0.0	0.8118450056153034
87	0.027868169176575315	0.08233661824222648	0.12272101967293086	0.0	0.054852284407605555	1.0755285551056204e-16	0.0	0.8224266959194635
88	0.028021270697139954	0.08316310144974215	0.11087181932162427	0.0	0.05666310309730493	1.734723475976807e-18	0.0	0.8324650775810708
89	0.028174372217704594	0.0839966604772024	0.09960716584037076	0.0	0.05701075424724198	0.0	1.463672932855431e-18	0.8433820799123873
90	0.02832747373826923	0.08483737802150376	0.08819596339018855	0.0	0.057725229165850316	0.0	1.463672932855431e-18	0.8540788074439613
91	0.028480575258833872	0.08568495008501315	0.07660413105466456	0.0	0.058891835070739494	0.0	1.734723475976807e-18	0.864504033874596
92	0.028633676779398508	0.08653917737072939	0.06506490838265347	0.0	0.059926755335190436	0.0	0.0	0.875008336282156
93	0.028786778299963147	0.08739986257583317	0.05352568059132408	0.0	0.060961686929916686	6.071532165918825e-18	1.3010426069826053e-18	0.8855126324787592
